title,Congress,House,Sponsor,Sponsor.Party,LatestAction,LatestActionMonth,LatestActionDay,LatestActionYear,URL,term
A bill to eliminate discrimination based on sex in the youth programs offered by the Naval Sea Cadet Corps.,93,House,FRED ROONEY,D,"Measure laid on table in House, S. 3204 passed in lieu.",11,18,1974,NA,sex
A bill to amend title IX of the Education Amendments of 1972 to exempt certain fraternities and sororities from sex discrimination guidelines.,93,Senate,BIRCH BAYH,D,Referred to Senate Committee on Labor and Public Welfare.,11,18,1974,NA,sex
A bill to provide that the sex discrimination guidelines prescribed under title IX of the Education Amendments of 1972 do not apply to fraternities and sororities.,93,Senate,HERMAN TALMADGE,D,Referred to Senate Committee on Labor and Public Welfare.,11,18,1974,NA,sex
"A bill to grant the consent of Congress for the State of Maryland, the Commonwealth of Virginia, and the District of Columbia to amend the Washington Metropolitan Area Transit Regulation Compact to authorize the Washington Metropolitan Area Transit Authority to establish and maintain a small business procurement program under regulations prescribed by the Board of Directors without regard to creed, sex, national origin, race, or color.",93,House,JOEL BROYHILL,R,Referred to House Committee on the District of Columbia.,10,16,1974,NA,sex
A bill to amend title 38 of the United States Code in order to provide service pension to certain veterans of World War I and pension to the widows of such veterans.,93,House,LOUIS WYMAN,R,Referred to House Committee on Veterans' Affairs.,10,2,1974,NA,widows
"A bill to amend title 38 of the United States Code so as to entitle veterans of the Mexican border period and of World War I and their widows and children to pension on the same basis as veterans of the Spanish-American War and their widows and children, respectively, and to increase pension rates.",93,House,WRIGHT PATMAN,D,Referred to House Committee on Veterans' Affairs.,9,30,1974,NA,widows
"A bill to designate the birthday of Martin Luther King, Jr., as a legal public holiday.",93,House,THOMAS LUKEN,D,Referred to House Committee on the Judiciary.,9,24,1974,NA,birth
"A bill to amend title 38 of the United States Code so as to entitle veterans of the Mexican border period and of World War I and their widows and children to pension on the same basis as veterans of the Spanish-American War and their widows and children, respectively, and to increase pension rates.",93,House,WILLIAM GREEN,D,Referred to House Committee on Veterans' Affairs.,9,24,1974,NA,widows
Resolution creating a select committee to study the impact and ramifications of the Supreme Court decisions on abortion.,93,House,HAROLD FROEHLICH,R,Referred to House Committee on Rules.,9,24,1974,NA,abortion
"Concurrent resolution proposing the recognition of the village of Whitehall, Washington County, N.Y., as the birthplace of the U.S. Navy.",93,House,CARLETON KING,R,Referred to House Committee on the Judiciary.,9,23,1974,NA,birth
A bill to provide a remedy for sex discrimination by the insurance business with respect to the availability and scope of insurance coverage for women.,93,House,EDWARD KOCH,D,Referred to House Committee on Interstate and Foreign Commerce.,9,19,1974,NA,women
A bill to provide a remedy for sex discrimination by the insurance business with respect to the availability and scope of insurance coverage for women.,93,House,EDWARD KOCH,D,Referred to House Committee on Interstate and Foreign Commerce.,9,19,1974,NA,sex
A bill to amend the Internal Revenue Code of 1954 to provide for purposes of the personal exemption deduction that a child born of an individual shall be considered to be a child of such individual for the 9-month period before birth.,93,House,EARL LANDGREBE,R,Referred to House Committee on Ways and Means.,9,18,1974,NA,birth
A bill to amend the Internal Revenue Code of 1954 to provide for purposes of the personal exemption deduction that a child born of an individual shall be considered to be a child of such individual for the 9-month period before birth.,93,House,EARL LANDGREBE,R,Referred to House Committee on Ways and Means.,9,18,1974,NA,born
"A bill to designate the birthday of ""Susan B. Anthony"" as a legal public holiday.",93,House,MATTHEW RINALDO,R,Referred to House Committee on the Judiciary.,9,16,1974,NA,birth
"A bill to designate the birthday of ""Susan B. Anthony"" as a legal public holiday.",93,Senate,JAMES ABOUREZK,D,Referred to Senate Committee on Judiciary.,9,11,1974,NA,birth
A bill to provide retirement annuities for certain widows of members of the uniformed services who died before the effective date of the survivor benefit plan.,93,House,MARGARET HECKLER,R,Referred to House Committee on Armed Services.,9,11,1974,NA,widows
"A bill to amend title 38, United States Code, to increase the rates and income limitations for payments of pensions to veterans and their widows.",93,Senate,ROBERT DOLE,R,Referred to Senate Committee on Veterans' Affairs.,9,6,1974,NA,widows
"Concurrent resolution to declare the sense of Congress that Smokey Bear shall be returned on his death to his place of birth, Capitan, N. Mex.",93,House,HAROLD RUNNELS,D,Measure passed Senate.,9,5,1974,NA,birth
A bill to amend title II of the Social Security Act to provide benefits for widowed fathers with minor children on the same basis as benefits for widowed mothers with minor children.,93,House,ANGELO RONCALLO,R,Referred to House Committee on Ways and Means.,8,22,1974,NA,mother
A bill to amend title II of the Social Security Act to eliminate the special dependency requirements for entitlement to husband's and widower's insurance benefits and to make certain other changes so that benefits for husbands and widowers will be payable on the same basis as benefits for wives and widows.,93,House,ANGELO RONCALLO,R,Referred to House Committee on Ways and Means.,8,22,1974,NA,widows
A bill to amend title II of the Social Security Act to eliminate the special dependency requirements for entitlement to husband's and widower's insurance benefits and to make certain other changes so that benefits for husbands and widowers will be payable on the same basis as benefits for wives and widows.,93,House,ANGELO RONCALLO,R,Referred to House Committee on Ways and Means.,8,22,1974,NA,wives
"A bill to insure that each admission to the service academies shall be made without regard to a candidate's sex, race, color, or religious beliefs.",93,House,PIERRE DU PONT,R,Referred to House Committee on Armed Services.,8,21,1974,NA,sex
"A bill to designate the birthday of Martin Luther King, Junior, as a legal public holiday.",93,House,JOE MOAKLEY,D,Referred to House Committee on Judiciary.,8,8,1974,NA,birth
Resolution creating a select committee to study the impact and ramifications of the Supreme Court decisions on abortion.,93,House,HAROLD FROEHLICH,R,Referred to House Committee on Rules.,8,8,1974,NA,abortion
A bill to amend title 38 of the United States Code in order to provide service pension to certain veterans of World War I and pension to the widows of such veterans.,93,House,KEITH SEBELIUS,R,Referred to House Committee on Veterans' Affairs.,8,7,1974,NA,widows
A concurrent resolution expressing the sense of the Congress with respect to the celebration of the 100th anniversary of the birth of Herbert Hoover.,93,Senate,BARRY GOLDWATER,R,Measure passed House.,8,6,1974,NA,birth
"A bill to amend title 38, United States Code, to provide a 10-year delimiting period for the pursuit of educational programs by veterans, wives, and widows.",93,House,RICHARD VANDER VEEN,D,Referred to House Committee on Veterans' Affairs.,8,5,1974,NA,widows
"A bill to amend title 38, United States Code, to provide a 10-year delimiting period for the pursuit of educational programs by veterans, wives, and widows.",93,House,RICHARD VANDER VEEN,D,Referred to House Committee on Veterans' Affairs.,8,5,1974,NA,wives
"Resolution requesting that each of the several States, the District of Columbia, the Commonwealth of Puerto Rico, Guam, the Virgin Islands, the Canal Zone, American Samoa, and the Trust Territory of the Pacific Islands conduct a survey or study to determine the views of their citizens with respect to abortion laws.",93,House,JAMES SYMINGTON,D,Referred to House Committee on Judiciary.,7,31,1974,NA,abortion
A bill to amend title 38 of the United States Code in order to provide service pension to certain veterans of World War I and pension to the widows of such veterans.,93,House,LOUIS FREY,R,Referred to House Committee on Veterans' Affairs.,7,30,1974,NA,widows
"A bill to amend title 38 of the United States Code so as to entitle veterans of the Mexican border period and of World War I and their widows and children to pension on the same basis as veterans of the Spanish-American War and their widows and children, respectively, and to increase pension rates.",93,House,WRIGHT PATMAN,D,Referred to House Committee on Veterans' Affairs.,7,29,1974,NA,widows
Resolution creating a select committee to study the impact and ramifications of the Supreme Court decisions on abortion.,93,House,THOMAS LUKEN,D,Referred to House Committee on Rules.,7,24,1974,NA,abortion
"A bill to amend title II of the Social Security Act to eliminate the special dependency requirements for entitlement to husband's and widower's insurance benefits and to make certain other changes so that benefits for husbands and widowers will be payable on the same basis as benefits for wives and widows, and to provide benefits for widowed fathers with minor children on the same basis as benefits for widowed mothers with minor children.",93,House,ALAN STEELMAN,R,Referred to House Committee on Ways and Means.,7,22,1974,NA,mother
"A bill to amend title II of the Social Security Act to eliminate the special dependency requirements for entitlement to husband's and widower's insurance benefits and to make certain other changes so that benefits for husbands and widowers will be payable on the same basis as benefits for wives and widows, and to provide benefits for widowed fathers with minor children on the same basis as benefits for widowed mothers with minor children.",93,House,ALAN STEELMAN,R,Referred to House Committee on Ways and Means.,7,22,1974,NA,widows
"A bill to amend title II of the Social Security Act to eliminate the special dependency requirements for entitlement to husband's and widower's insurance benefits and to make certain other changes so that benefits for husbands and widowers will be payable on the same basis as benefits for wives and widows, and to provide benefits for widowed fathers with minor children on the same basis as benefits for widowed mothers with minor children.",93,House,ALAN STEELMAN,R,Referred to House Committee on Ways and Means.,7,22,1974,NA,wives
